harvest,location,point,spp,origin,sup.seed01A,sup.seed02A,sup.seed03A,sup.saplA,exp.seed01A,exp.seed02A,exp.seed03A,exp.saplA,suppressed,exposed,top4A
crp,control,759,531,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
crp,control,773,531,s,0,0,0,0,0,0,0,0,0,0,0
cwb,control,393,531,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
cwb,control,400,531,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,808,531,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,810,531,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,1155.4768968283274
gl,perimeter,811,531,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,817,531,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,825,531,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,perimeter,829,531,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,interior,854,531,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,385.1589656094425
gl,interior,864,531,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,385.1589656094425
gl,interior,867,531,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
gl,interior,876,531,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
rp,interior,342,531,s,0,0,0,0,0,0,0,0,0,0,0
rp,perimeter,883,531,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
rp,perimeter,887,531,s,0,0,0,0,0,0,0,0,0,0,0
rp,perimeter,891,531,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
wedge,perimeter,970,531,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,729,531,t,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
cgl,control,732,531,t,0,0,0,0,0,0,0,0,0,0,385.1589656094425
cgl,control,737,531,t,0,0,0,0,0,0,0,0,0,0,385.1589656094425
cgl,control,740,531,t,0,0,0,0,0,0,0,0,0,0,770.317931218885
cgl,control,745,531,t,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
crp,control,752,531,t,0,0,0,0,0,0,0,0,0,0,770.317931218885
crp,control,753,531,t,0,0,0,0,0,0,0,0,0,0,1540.63586243777
crp,control,756,531,t,0,0,0,0,0,0,0,0,0,0,0
crp,control,757,531,t,0,0,0,0,0,0,0,0,0,0,385.1589656094425
crp,control,758,531,t,0,0,0,0,0,0,0,0,0,0,770.317931218885
crp,control,759,531,t,0,0,0,0,0,0,0,0,0,0,770.317931218885
crp,control,760,531,t,0,0,0,0,0,0,0,0,0,0,0
crp,control,761,531,t,0,0,0,0,0,0,0,0,0,0,0
crp,control,762,531,t,0,0,0,0,0,0,0,0,0,0,0
crp,control,764,531,t,0,0,0,0,0,0,0,0,0,0,0
crp,control,765,531,t,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
crp,control,766,531,t,0,0,0,0,0,0,0,0,0,0,0
crp,control,769,531,t,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
crp,control,773,531,t,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
cwb,control,400,531,t,0,0,0,0,0,0,0,0,0,0,1540.63586243777
cwb,control,710,531,t,0,0,0,0,0,0,0,0,0,0,0
cwb,control,947,531,t,0,0,0,0,0,0,0,0,0,0,770.317931218885
gl,perimeter,803,531,t,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,805,531,t,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,806,531,t,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,perimeter,808,531,t,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,811,531,t,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,819,531,t,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,820,531,t,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,10841.563725171558,10841.563725171558,0
gl,perimeter,826,531,t,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,829,531,t,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,831,531,t,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
gl,interior,840,531,t,0,0,0,0,0,0,0,0,0,0,0
gl,interior,849,531,t,0,0,0,0,0,0,0,0,0,0,0
gl,interior,854,531,t,12154.030178471812,4621.90758731331,4621.90758731331,4621.90758731331,12154.030178471812,4621.90758731331,4621.90758731331,4621.90758731331,26019.752940411745,26019.752940411745,0
gl,interior,862,531,t,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
gl,interior,867,531,t,0,0,0,0,0,0,0,0,0,0,0
gl,interior,872,531,t,0,0,0,0,0,0,0,0,0,0,0
rp,interior,348,531,t,0,0,0,0,0,0,0,0,0,0,0
rp,perimeter,887,531,t,0,0,0,0,0,0,0,0,0,0,0
gl,interior,878,541,r,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
boot,interior,349,541,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
boot,interior,350,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
boot,interior,355,541,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
boot,interior,359,541,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
boot,interior,361,541,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
boot,interior,362,541,s,21269.55281232567,8088.3382777982915,8088.3382777982915,8088.3382777982915,21269.55281232567,8088.3382777982915,8088.3382777982915,8088.3382777982915,45534.56764572054,45534.56764572054,0
boot,interior,364,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
boot,interior,365,541,s,9115.52263385386,3466.4306904849823,3466.4306904849823,3466.4306904849823,9115.52263385386,3466.4306904849823,3466.4306904849823,3466.4306904849823,19514.814705308807,19514.814705308807,0
boot,interior,367,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
boot,interior,368,541,s,0,0,0,0,0,0,0,0,0,0,0
boot,interior,369,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
boot,perimeter,952,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
boot,perimeter,953,541,s,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,0
boot,perimeter,954,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
boot,perimeter,958,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
boot,perimeter,959,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
boot,perimeter,960,541,s,10128.358482059844,3851.5896560944248,3851.5896560944248,3851.5896560944248,10128.358482059844,3851.5896560944248,3851.5896560944248,3851.5896560944248,21683.127450343116,21683.127450343116,0
boot,perimeter,965,541,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,730,541,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,731,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cgl,control,732,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cgl,control,735,541,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,738,541,s,0,0,0,0,0,0,0,0,0,0,0
crp,control,763,541,s,0,0,0,0,0,0,0,0,0,0,0
crp,control,767,541,s,0,0,0,0,0,0,0,0,0,0,0
crp,control,771,541,s,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,0
cwb,control,384,541,s,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
cwb,control,385,541,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
cwb,control,395,541,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
cwb,control,400,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cwb,control,707,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,385.1589656094425
cwb,control,708,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cwb,control,710,541,s,0,0,0,0,0,0,0,0,0,0,0
cwb,control,712,541,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
cwb,control,713,541,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
cwb,control,947,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cwb,control,948,541,s,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,8673.250980137247,8673.250980137247,1155.4768968283274
cwb,control,949,541,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,1155.4768968283274
gl,perimeter,802,541,s,22282.388660531655,8473.497243407735,8473.497243407735,8473.497243407735,22282.388660531655,8473.497243407735,8473.497243407735,8473.497243407735,47702.88039075486,47702.88039075486,0
gl,perimeter,803,541,s,0,0,0,0,0,0,0,0,0,0,1540.63586243777
gl,perimeter,804,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,1540.63586243777
gl,perimeter,805,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,385.1589656094425
gl,perimeter,808,541,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,817,541,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,818,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,perimeter,823,541,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
gl,perimeter,824,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,perimeter,829,541,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,perimeter,835,541,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
gl,interior,836,541,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,839,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,interior,842,541,s,0,0,0,0,0,0,0,0,0,0,0
gl,interior,843,541,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,844,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,interior,845,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,interior,847,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,interior,850,541,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,851,541,s,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,0
gl,interior,852,541,s,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
gl,interior,853,541,s,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,8673.250980137247,8673.250980137247,0
gl,interior,855,541,s,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,10841.563725171558,10841.563725171558,0
gl,interior,857,541,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,857,541,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
gl,interior,859,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,interior,860,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,interior,861,541,s,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,0
gl,interior,864,541,s,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,10841.563725171558,10841.563725171558,0
gl,interior,865,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,interior,868,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,interior,869,541,s,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,770.317931218885
gl,interior,872,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,interior,876,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,interior,878,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
rp,interior,335,541,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
rp,interior,336,541,s,0,0,0,0,0,0,0,0,0,0,0
rp,interior,338,541,s,0,0,0,0,0,0,0,0,0,0,0
rp,interior,339,541,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
rp,interior,340,541,s,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,0
rp,interior,343,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
rp,interior,345,541,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
rp,interior,346,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
rp,interior,347,541,s,0,0,0,0,0,0,0,0,0,0,0
rp,interior,348,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
rp,perimeter,883,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,385.1589656094425
rp,perimeter,889,541,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
rp,perimeter,890,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
wedge,interior,375,541,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
wedge,interior,378,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
wedge,interior,380,541,s,0,0,0,0,0,0,0,0,0,0,0
wedge,interior,381,541,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,770.317931218885
wedge,interior,382,541,s,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,3038.507544617953,1155.4768968283274,1155.4768968283274,1155.4768968283274,6504.938235102936,6504.938235102936,0
wedge,perimeter,967,541,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
wedge,perimeter,968,541,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,730,541,t,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cgl,control,735,541,t,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,804,541,t,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,828,541,t,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,845,541,t,0,0,0,0,0,0,0,0,0,0,0
gl,interior,847,541,t,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,851,541,t,0,0,0,0,0,0,0,0,0,0,0
gl,interior,857,541,t,0,0,0,0,0,0,0,0,0,0,0
rp,interior,345,541,t,0,0,0,0,0,0,0,0,0,0,770.317931218885
rp,interior,348,541,t,0,0,0,0,0,0,0,0,0,0,0
gl,interior,875,541,s,0,0,0,0,0,0,0,0,0,0,0
wedge,interior,383,372,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
rp,perimeter,887,375,t,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,820,621,r,7089.85093744189,2696.1127592660973,2696.1127592660973,2696.1127592660973,7089.85093744189,2696.1127592660973,2696.1127592660973,2696.1127592660973,15178.189215240183,15178.189215240183,0
gl,perimeter,812,621,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,385.1589656094425
gl,interior,875,621,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,743,701,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
crp,control,767,701,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
rp,interior,340,701,s,0,0,0,0,0,0,0,0,0,0,0
rp,perimeter,886,701,s,0,0,0,0,0,0,0,0,0,0,0
cgl,control,739,701,t,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
cgl,control,745,701,t,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
crp,control,767,701,t,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,interior,849,701,t,0,0,0,0,0,0,0,0,0,0,0
rp,perimeter,887,701,t,0,0,0,0,0,0,0,0,0,0,770.317931218885
gl,interior,836,701,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,805,743,r,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,817,743,r,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
gl,perimeter,818,743,r,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,385.1589656094425
gl,perimeter,820,743,r,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,1155.4768968283274
gl,perimeter,827,743,r,8102.686785647875,3081.27172487554,3081.27172487554,3081.27172487554,8102.686785647875,3081.27172487554,3081.27172487554,3081.27172487554,17346.501960274494,17346.501960274494,1155.4768968283274
gl,perimeter,833,743,r,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,1155.4768968283274
gl,interior,870,743,r,0,0,0,0,0,0,0,0,0,0,770.317931218885
gl,interior,871,743,r,15192.537723089765,5777.384484141638,5777.384484141638,5777.384484141638,15192.537723089765,5777.384484141638,5777.384484141638,5777.384484141638,32524.691175514672,32524.691175514672,0
gl,interior,872,743,r,0,0,0,0,0,0,0,0,0,0,1540.63586243777
gl,interior,878,743,r,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
gl,interior,879,743,r,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,4051.3433928239374,1540.63586243777,1540.63586243777,1540.63586243777,8673.250980137247,8673.250980137247,770.317931218885
rp,interior,336,743,r,0,0,0,0,0,0,0,0,0,0,1540.63586243777
rp,interior,341,743,r,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,1540.63586243777
rp,interior,347,743,r,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
rp,perimeter,882,743,r,0,0,0,0,0,0,0,0,0,0,1540.63586243777
rp,perimeter,883,743,r,0,0,0,0,0,0,0,0,0,0,770.317931218885
rp,perimeter,884,743,r,0,0,0,0,0,0,0,0,0,0,385.1589656094425
rp,perimeter,885,743,r,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,0
gl,perimeter,801,743,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,385.1589656094425
gl,perimeter,802,743,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
gl,perimeter,805,743,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
gl,perimeter,806,743,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,807,743,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,811,743,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,812,743,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,perimeter,815,743,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
gl,perimeter,819,743,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,perimeter,821,743,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,perimeter,822,743,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
gl,perimeter,823,743,s,0,0,0,0,0,0,0,0,0,0,770.317931218885
gl,perimeter,824,743,s,0,0,0,0,0,0,0,0,0,0,0
gl,perimeter,825,743,s,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,1012.8358482059843,385.1589656094425,385.1589656094425,385.1589656094425,2168.312745034312,2168.312745034312,0
gl,perimeter,826,743,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,1155.4768968283274
gl,perimeter,828,743,s,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,5064.179241029922,1925.7948280472124,1925.7948280472124,1925.7948280472124,10841.563725171558,10841.563725171558,1155.4768968283274
gl,perimeter,829,743,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,perimeter,830,743,s,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,2025.6716964119687,770.317931218885,770.317931218885,770.317931218885,4336.625490068624,4336.625490068624,1155.4768968283274
gl,perimeter,831,743,s,0,0,0,0,0,0,0,0,0,0,385.1589656094425
gl,perimeter,832,743,s,0,0,0,0,0,0,0,0,0,0,1155.4768968283274
