"harvest"	"location"	"spp"	"origin"	"point"	"sup.seed01A"	"sup.seed02A"	"sup.seed03A"	"sup.saplA"	"exp.seed01A"	"exp.seed02A"	"exp.seed03A"	"exp.saplA"	"suppressed"	"exposed"	"top4A"
"576"	"rp"	"interior"	"541"	"s"	335	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"577"	"rp"	"interior"	"541"	"s"	336	0	0	0	0	0	0	0	0	0	0	0
"578"	"rp"	"interior"	"541"	"s"	338	0	0	0	0	0	0	0	0	0	0	0
"579"	"rp"	"interior"	"541"	"s"	339	0	0	0	0	0	0	0	0	0	0	0
"580"	"rp"	"interior"	"541"	"s"	340	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	0
"581"	"rp"	"interior"	"541"	"s"	343	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"582"	"rp"	"interior"	"541"	"s"	345	0	0	0	0	0	0	0	0	0	0	0
"583"	"rp"	"interior"	"541"	"s"	346	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"584"	"rp"	"interior"	"541"	"s"	347	0	0	0	0	0	0	0	0	0	0	0
"585"	"rp"	"interior"	"541"	"s"	348	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"586"	"rp"	"perimeter"	"541"	"s"	883	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	2168.31274503431
"587"	"rp"	"perimeter"	"541"	"s"	889	0	0	0	0	0	0	0	0	0	0	0
"588"	"rp"	"perimeter"	"541"	"s"	890	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"589"	"wedge"	"interior"	"541"	"s"	375	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"590"	"wedge"	"interior"	"541"	"s"	378	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"591"	"wedge"	"interior"	"541"	"s"	380	0	0	0	0	0	0	0	0	0	0	0
"592"	"wedge"	"interior"	"541"	"s"	381	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	4336.62549006862
"593"	"wedge"	"interior"	"541"	"s"	382	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	0
"594"	"wedge"	"perimeter"	"541"	"s"	967	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"595"	"wedge"	"perimeter"	"541"	"s"	968	0	0	0	0	0	0	0	0	0	0	0
"596"	"cgl"	"control"	"541"	"t"	730	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"597"	"cgl"	"control"	"541"	"t"	735	0	0	0	0	0	0	0	0	0	0	0
"598"	"gl"	"perimeter"	"541"	"t"	804	0	0	0	0	0	0	0	0	0	0	0
"599"	"gl"	"perimeter"	"541"	"t"	828	0	0	0	0	0	0	0	0	0	0	0
"600"	"gl"	"interior"	"541"	"t"	845	0	0	0	0	0	0	0	0	0	0	0
"601"	"gl"	"interior"	"541"	"t"	847	0	0	0	0	0	0	0	0	0	0	0
"602"	"gl"	"interior"	"541"	"t"	851	0	0	0	0	0	0	0	0	0	0	0
"603"	"gl"	"interior"	"541"	"t"	857	0	0	0	0	0	0	0	0	0	0	0
"604"	"rp"	"interior"	"541"	"t"	345	0	0	0	0	0	0	0	0	0	0	0
"605"	"rp"	"interior"	"541"	"t"	348	0	0	0	0	0	0	0	0	0	0	0
"606"	"gl"	"interior"	"541"	"s"	875	0	0	0	0	0	0	0	0	0	0	0
"607"	"wedge"	"interior"	"372"	"s"	383	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"608"	"rp"	"perimeter"	"375"	"t"	887	0	0	0	0	0	0	0	0	0	0	0
"609"	"gl"	"perimeter"	"621"	"r"	820	7089.85093744189	2696.1127592661	2696.1127592661	2696.1127592661	7089.85093744189	2696.1127592661	2696.1127592661	2696.1127592661	15178.1892152402	15178.1892152402	0
"610"	"gl"	"perimeter"	"621"	"s"	812	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	2168.31274503431
"611"	"gl"	"interior"	"621"	"s"	875	0	0	0	0	0	0	0	0	0	0	0
"612"	"cgl"	"control"	"701"	"s"	743	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"613"	"crp"	"control"	"701"	"s"	767	0	0	0	0	0	0	0	0	0	0	0
"614"	"rp"	"interior"	"701"	"s"	340	0	0	0	0	0	0	0	0	0	0	0
"615"	"rp"	"perimeter"	"701"	"s"	886	0	0	0	0	0	0	0	0	0	0	0
"616"	"cgl"	"control"	"701"	"t"	739	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"617"	"cgl"	"control"	"701"	"t"	745	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"618"	"crp"	"control"	"701"	"t"	767	0	0	0	0	0	0	0	0	0	0	0
"619"	"gl"	"interior"	"701"	"t"	849	0	0	0	0	0	0	0	0	0	0	0
"620"	"rp"	"perimeter"	"701"	"t"	887	0	0	0	0	0	0	0	0	0	0	0
"621"	"gl"	"interior"	"701"	"s"	836	0	0	0	0	0	0	0	0	0	0	0
"622"	"gl"	"perimeter"	"743"	"r"	805	0	0	0	0	0	0	0	0	0	0	0
"623"	"gl"	"perimeter"	"743"	"r"	817	0	0	0	0	0	0	0	0	0	0	0
"624"	"gl"	"perimeter"	"743"	"r"	818	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	2168.31274503431
"625"	"gl"	"perimeter"	"743"	"r"	820	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	13009.8764702059
"626"	"gl"	"perimeter"	"743"	"r"	827	8102.68678564787	3081.27172487554	3081.27172487554	3081.27172487554	8102.68678564787	3081.27172487554	3081.27172487554	3081.27172487554	17346.5019602745	17346.5019602745	52039.5058808235
"627"	"gl"	"perimeter"	"743"	"r"	833	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	13009.8764702059
"628"	"gl"	"interior"	"743"	"r"	870	0	0	0	0	0	0	0	0	0	0	0
"629"	"gl"	"interior"	"743"	"r"	871	15192.5377230898	5777.38448414164	5777.38448414164	5777.38448414164	15192.5377230898	5777.38448414164	5777.38448414164	5777.38448414164	32524.6911755147	32524.6911755147	0
"630"	"gl"	"interior"	"743"	"r"	872	0	0	0	0	0	0	0	0	0	0	0
"631"	"gl"	"interior"	"743"	"r"	878	0	0	0	0	0	0	0	0	0	0	0
"632"	"gl"	"interior"	"743"	"r"	879	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	8673.25098013725	8673.25098013725	17346.5019602745
"633"	"rp"	"interior"	"743"	"r"	336	0	0	0	0	0	0	0	0	0	0	0
"634"	"rp"	"interior"	"743"	"r"	341	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	8673.25098013725
"635"	"rp"	"interior"	"743"	"r"	347	0	0	0	0	0	0	0	0	0	0	0
"636"	"rp"	"perimeter"	"743"	"r"	882	0	0	0	0	0	0	0	0	0	0	0
"637"	"rp"	"perimeter"	"743"	"r"	883	0	0	0	0	0	0	0	0	0	0	0
"638"	"rp"	"perimeter"	"743"	"r"	884	0	0	0	0	0	0	0	0	0	0	0
"639"	"rp"	"perimeter"	"743"	"r"	885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"640"	"gl"	"perimeter"	"743"	"s"	801	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	2168.31274503431
"641"	"gl"	"perimeter"	"743"	"s"	802	0	0	0	0	0	0	0	0	0	0	0
"642"	"gl"	"perimeter"	"743"	"s"	805	0	0	0	0	0	0	0	0	0	0	0
"643"	"gl"	"perimeter"	"743"	"s"	806	0	0	0	0	0	0	0	0	0	0	0
"644"	"gl"	"perimeter"	"743"	"s"	807	0	0	0	0	0	0	0	0	0	0	0
"645"	"gl"	"perimeter"	"743"	"s"	811	0	0	0	0	0	0	0	0	0	0	0
"646"	"gl"	"perimeter"	"743"	"s"	812	0	0	0	0	0	0	0	0	0	0	0
"647"	"gl"	"perimeter"	"743"	"s"	815	0	0	0	0	0	0	0	0	0	0	0
"648"	"gl"	"perimeter"	"743"	"s"	819	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"649"	"gl"	"perimeter"	"743"	"s"	821	0	0	0	0	0	0	0	0	0	0	0
"650"	"gl"	"perimeter"	"743"	"s"	822	0	0	0	0	0	0	0	0	0	0	0
"651"	"gl"	"perimeter"	"743"	"s"	823	0	0	0	0	0	0	0	0	0	0	0
"652"	"gl"	"perimeter"	"743"	"s"	824	0	0	0	0	0	0	0	0	0	0	0
"653"	"gl"	"perimeter"	"743"	"s"	825	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"654"	"gl"	"perimeter"	"743"	"s"	826	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	13009.8764702059
"655"	"gl"	"perimeter"	"743"	"s"	828	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	10841.5637251716	10841.5637251716	32524.6911755147
"656"	"gl"	"perimeter"	"743"	"s"	829	0	0	0	0	0	0	0	0	0	0	0
"657"	"gl"	"perimeter"	"743"	"s"	830	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	13009.8764702059
"658"	"gl"	"perimeter"	"743"	"s"	831	0	0	0	0	0	0	0	0	0	0	0
"659"	"gl"	"perimeter"	"743"	"s"	832	0	0	0	0	0	0	0	0	0	0	0
"660"	"gl"	"perimeter"	"743"	"s"	834	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	10841.5637251716	10841.5637251716	21683.1274503431
"661"	"gl"	"interior"	"743"	"s"	836	0	0	0	0	0	0	0	0	0	0	0
"662"	"gl"	"interior"	"743"	"s"	845	0	0	0	0	0	0	0	0	0	0	0
"663"	"gl"	"interior"	"743"	"s"	846	0	0	0	0	0	0	0	0	0	0	0
"664"	"gl"	"interior"	"743"	"s"	848	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	13009.8764702059
"665"	"gl"	"interior"	"743"	"s"	849	0	0	0	0	0	0	0	0	0	0	0
"666"	"gl"	"interior"	"743"	"s"	850	0	0	0	0	0	0	0	0	0	0	0
"667"	"gl"	"interior"	"743"	"s"	851	0	0	0	0	0	0	0	0	0	0	0
"668"	"gl"	"interior"	"743"	"s"	852	0	0	0	0	0	0	0	0	0	0	0
"669"	"gl"	"interior"	"743"	"s"	853	0	0	0	0	0	0	0	0	0	0	0
"670"	"gl"	"interior"	"743"	"s"	858	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	8673.25098013725	8673.25098013725	34693.003920549
"671"	"gl"	"interior"	"743"	"s"	860	10128.3584820598	3851.58965609442	3851.58965609442	3851.58965609442	10128.3584820598	3851.58965609442	3851.58965609442	3851.58965609442	21683.1274503431	21683.1274503431	86732.5098013725
"672"	"gl"	"interior"	"743"	"s"	861	0	0	0	0	0	0	0	0	0	0	0
"673"	"gl"	"interior"	"743"	"s"	865	0	0	0	0	0	0	0	0	0	0	0
"674"	"gl"	"interior"	"743"	"s"	869	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"675"	"rp"	"interior"	"743"	"s"	337	0	0	0	0	0	0	0	0	0	0	0
"676"	"rp"	"interior"	"743"	"s"	346	0	0	0	0	0	0	0	0	0	0	0
"677"	"rp"	"perimeter"	"743"	"s"	881	0	0	0	0	0	0	0	0	0	0	0
"678"	"wedge"	"interior"	"743"	"s"	375	0	0	0	0	0	0	0	0	0	0	0
"679"	"cgl"	"control"	"743"	"r"	731	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	4336.62549006862
"680"	"cgl"	"control"	"743"	"r"	733	0	0	0	0	0	0	0	0	0	0	0
"681"	"cgl"	"control"	"743"	"r"	734	0	0	0	0	0	0	0	0	0	0	0
"682"	"cgl"	"control"	"743"	"r"	735	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"683"	"cgl"	"control"	"743"	"r"	737	0	0	0	0	0	0	0	0	0	0	0
"684"	"cgl"	"control"	"743"	"r"	740	0	0	0	0	0	0	0	0	0	0	0
"685"	"crp"	"control"	"743"	"r"	752	0	0	0	0	0	0	0	0	0	0	0
"686"	"crp"	"control"	"743"	"r"	758	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"687"	"crp"	"control"	"743"	"r"	759	0	0	0	0	0	0	0	0	0	0	0
"688"	"crp"	"control"	"743"	"r"	760	0	0	0	0	0	0	0	0	0	0	0
"689"	"crp"	"control"	"743"	"r"	761	0	0	0	0	0	0	0	0	0	0	0
"690"	"crp"	"control"	"743"	"r"	762	0	0	0	0	0	0	0	0	0	0	0
"691"	"crp"	"control"	"743"	"r"	763	0	0	0	0	0	0	0	0	0	0	0
"692"	"crp"	"control"	"743"	"r"	764	0	0	0	0	0	0	0	0	0	0	0
"693"	"crp"	"control"	"743"	"r"	765	0	0	0	0	0	0	0	0	0	0	0
"694"	"crp"	"control"	"743"	"r"	766	0	0	0	0	0	0	0	0	0	0	0
"695"	"cwb"	"control"	"743"	"r"	392	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	4336.62549006862
"696"	"gl"	"interior"	"743"	"r"	837	0	0	0	0	0	0	0	0	0	0	0
"697"	"rp"	"interior"	"743"	"r"	335	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"698"	"rp"	"interior"	"743"	"r"	342	0	0	0	0	0	0	0	0	0	0	0
"699"	"rp"	"interior"	"743"	"r"	343	0	0	0	0	0	0	0	0	0	0	0
"700"	"rp"	"perimeter"	"743"	"r"	886	0	0	0	0	0	0	0	0	0	0	0
"701"	"rp"	"perimeter"	"743"	"r"	890	0	0	0	0	0	0	0	0	0	0	0
"702"	"rp"	"perimeter"	"743"	"r"	891	0	0	0	0	0	0	0	0	0	0	0
"703"	"wedge"	"interior"	"743"	"r"	370	0	0	0	0	0	0	0	0	0	0	0
"704"	"wedge"	"perimeter"	"743"	"r"	973	0	0	0	0	0	0	0	0	0	0	0
"705"	"wedge"	"perimeter"	"743"	"r"	974	0	0	0	0	0	0	0	0	0	0	0
"706"	"wedge"	"perimeter"	"743"	"r"	975	0	0	0	0	0	0	0	0	0	0	0
"707"	"cgl"	"control"	"743"	"s"	742	0	0	0	0	0	0	0	0	0	0	0
"708"	"gl"	"interior"	"743"	"s"	859	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	4336.62549006862
"709"	"crp"	"control"	"743"	"t"	752	0	0	0	0	0	0	0	0	0	0	0
"710"	"crp"	"control"	"743"	"s"	757	0	0	0	0	0	0	0	0	0	0	0
"711"	"cgl"	"control"	"746"	"r"	729	0	0	0	0	0	0	0	0	0	0	0
"712"	"cgl"	"control"	"746"	"r"	731	0	0	0	0	0	0	0	0	0	0	0
"713"	"cgl"	"control"	"746"	"r"	733	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"714"	"cgl"	"control"	"746"	"r"	735	0	0	0	0	0	0	0	0	0	0	0
"715"	"cgl"	"control"	"746"	"r"	740	0	0	0	0	0	0	0	0	0	0	0
"716"	"cgl"	"control"	"746"	"r"	743	0	0	0	0	0	0	0	0	0	0	0
"717"	"cgl"	"control"	"746"	"r"	744	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"718"	"crp"	"control"	"746"	"r"	746	0	0	0	0	0	0	0	0	0	0	0
"719"	"gl"	"interior"	"746"	"r"	839	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	26019.7529404117
"720"	"gl"	"interior"	"746"	"r"	840	0	0	0	0	0	0	0	0	0	0	0
"721"	"rp"	"interior"	"746"	"r"	335	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	8673.25098013725	8673.25098013725	0
"722"	"rp"	"interior"	"746"	"r"	342	0	0	0	0	0	0	0	0	0	0	0
"723"	"rp"	"interior"	"746"	"r"	344	0	0	0	0	0	0	0	0	0	0	0
"724"	"rp"	"perimeter"	"746"	"r"	886	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	13009.8764702059
"725"	"boot"	"interior"	"746"	"s"	353	0	0	0	0	0	0	0	0	0	0	0
"726"	"boot"	"perimeter"	"746"	"s"	956	0	0	0	0	0	0	0	0	0	0	0
"727"	"boot"	"perimeter"	"746"	"s"	963	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	4336.62549006862
"728"	"cgl"	"control"	"746"	"s"	742	0	0	0	0	0	0	0	0	0	0	0
"729"	"gl"	"interior"	"746"	"s"	841	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	5064.17924102992	1925.79482804721	1925.79482804721	1925.79482804721	10841.5637251716	10841.5637251716	10841.5637251716
"730"	"wedge"	"interior"	"746"	"s"	370	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"731"	"rp"	"interior"	"761"	"r"	346	0	0	0	0	0	0	0	0	0	0	0
"732"	"boot"	"interior"	"761"	"s"	350	0	0	0	0	0	0	0	0	0	0	0
"733"	"boot"	"interior"	"761"	"s"	355	0	0	0	0	0	0	0	0	0	0	0
"734"	"boot"	"interior"	"761"	"s"	359	0	0	0	0	0	0	0	0	0	0	0
"735"	"boot"	"interior"	"761"	"s"	360	0	0	0	0	0	0	0	0	0	0	0
"736"	"boot"	"interior"	"761"	"s"	362	0	0	0	0	0	0	0	0	0	0	0
"737"	"boot"	"interior"	"761"	"s"	364	0	0	0	0	0	0	0	0	0	0	0
"738"	"boot"	"interior"	"761"	"s"	365	0	0	0	0	0	0	0	0	0	0	0
"739"	"boot"	"interior"	"761"	"s"	368	0	0	0	0	0	0	0	0	0	0	0
"740"	"boot"	"perimeter"	"761"	"s"	951	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	8673.25098013725
"741"	"boot"	"perimeter"	"761"	"s"	953	0	0	0	0	0	0	0	0	0	0	0
"742"	"boot"	"perimeter"	"761"	"s"	954	0	0	0	0	0	0	0	0	0	0	0
"743"	"boot"	"perimeter"	"761"	"s"	955	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	6504.93823510294
"744"	"boot"	"perimeter"	"761"	"s"	957	0	0	0	0	0	0	0	0	0	0	0
"745"	"boot"	"perimeter"	"761"	"s"	958	0	0	0	0	0	0	0	0	0	0	0
"746"	"boot"	"perimeter"	"761"	"s"	959	0	0	0	0	0	0	0	0	0	0	0
"747"	"boot"	"perimeter"	"761"	"s"	960	0	0	0	0	0	0	0	0	0	0	0
"748"	"boot"	"perimeter"	"761"	"s"	962	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"749"	"boot"	"perimeter"	"761"	"s"	964	0	0	0	0	0	0	0	0	0	0	0
"750"	"cgl"	"control"	"761"	"s"	740	0	0	0	0	0	0	0	0	0	0	0
"751"	"crp"	"control"	"761"	"s"	756	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"752"	"crp"	"control"	"761"	"s"	757	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"753"	"cwb"	"control"	"761"	"s"	387	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	3038.50754461795	1155.47689682833	1155.47689682833	1155.47689682833	6504.93823510294	6504.93823510294	0
"754"	"cwb"	"control"	"761"	"s"	388	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"755"	"cwb"	"control"	"761"	"s"	389	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"756"	"cwb"	"control"	"761"	"s"	392	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"757"	"cwb"	"control"	"761"	"s"	704	0	0	0	0	0	0	0	0	0	0	0
"758"	"cwb"	"control"	"761"	"s"	705	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	0
"759"	"gl"	"perimeter"	"761"	"s"	805	0	0	0	0	0	0	0	0	0	0	0
"760"	"gl"	"perimeter"	"761"	"s"	806	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	17346.5019602745
"761"	"gl"	"perimeter"	"761"	"s"	807	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	8673.25098013725	8673.25098013725	34693.003920549
"762"	"gl"	"perimeter"	"761"	"s"	809	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	8673.25098013725
"763"	"gl"	"perimeter"	"761"	"s"	810	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	2025.67169641197	770.317931218885	770.317931218885	770.317931218885	4336.62549006862	4336.62549006862	0
"764"	"gl"	"perimeter"	"761"	"s"	811	8102.68678564787	3081.27172487554	3081.27172487554	3081.27172487554	8102.68678564787	3081.27172487554	3081.27172487554	3081.27172487554	17346.5019602745	17346.5019602745	0
"765"	"gl"	"perimeter"	"761"	"s"	812	0	0	0	0	0	0	0	0	0	0	0
"766"	"gl"	"perimeter"	"761"	"s"	813	0	0	0	0	0	0	0	0	0	0	0
"767"	"gl"	"perimeter"	"761"	"s"	815	0	0	0	0	0	0	0	0	0	0	0
"768"	"gl"	"perimeter"	"761"	"s"	816	0	0	0	0	0	0	0	0	0	0	0
"769"	"gl"	"perimeter"	"761"	"s"	817	0	0	0	0	0	0	0	0	0	0	0
"770"	"gl"	"perimeter"	"761"	"s"	818	0	0	0	0	0	0	0	0	0	0	0
"771"	"gl"	"perimeter"	"761"	"s"	819	0	0	0	0	0	0	0	0	0	0	0
"772"	"gl"	"perimeter"	"761"	"s"	820	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	8673.25098013725	8673.25098013725	8673.25098013725
"773"	"gl"	"perimeter"	"761"	"s"	821	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	6504.93823510294
"774"	"gl"	"perimeter"	"761"	"s"	823	0	0	0	0	0	0	0	0	0	0	0
"775"	"gl"	"perimeter"	"761"	"s"	824	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	1012.83584820598	385.158965609442	385.158965609442	385.158965609442	2168.31274503431	2168.31274503431	8673.25098013725
"776"	"gl"	"perimeter"	"761"	"s"	825	0	0	0	0	0	0	0	0	0	0	0
"777"	"gl"	"perimeter"	"761"	"s"	828	0	0	0	0	0	0	0	0	0	0	0
"778"	"gl"	"perimeter"	"761"	"s"	829	0	0	0	0	0	0	0	0	0	0	0
"779"	"gl"	"perimeter"	"761"	"s"	835	0	0	0	0	0	0	0	0	0	0	0
"780"	"gl"	"interior"	"761"	"s"	837	0	0	0	0	0	0	0	0	0	0	0
"781"	"gl"	"interior"	"761"	"s"	838	0	0	0	0	0	0	0	0	0	0	0
"782"	"gl"	"interior"	"761"	"s"	839	0	0	0	0	0	0	0	0	0	0	0
"783"	"gl"	"interior"	"761"	"s"	841	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	4051.34339282394	1540.63586243777	1540.63586243777	1540.63586243777	8673.25098013725	8673.25098013725	17346.5019602745
