harvest,location,point,count,spp,origin,year,sup_short,sup_med,sup_tall,sup_sapl,exp_short,exp_med,exp_tall,exp_sapl,suppressed,exposed,total,winners
boot,interior,355,1,pc,singl/unk,2019,0,0,0,0,0,770.317931218885,2310.953793656655,385.1589656094425,0,3081.27172487554,3081.27172487554,1540.63586243777
boot,interior,356,1,mia,none,2019,0,0,0,0,0,0,0,0,0,0,0,0
boot,interior,357,1,sb,singl/unk,2019,1012.8358482059843,0,0,0,0,385.1589656094425,0,0,1012.8358482059843,385.1589656094425,1397.9948138154268,385.1589656094425
boot,interior,358,1,rm,singl/unk,2019,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,0
boot,interior,358,1,gb,singl/unk,2019,2025.6716964119687,0,0,0,0,770.317931218885,0,0,2025.6716964119687,770.317931218885,2795.9896276308536,770.317931218885
boot,interior,359,1,wa,singl/unk,2019,2025.6716964119687,0,0,0,0,0,0,0,2025.6716964119687,0,2025.6716964119687,0
boot,interior,359,1,pc,singl/unk,2019,0,770.317931218885,0,0,0,1540.63586243777,2696.1127592660973,0,770.317931218885,4236.748621703868,5007.066552922753,1540.63586243777
boot,interior,360,1,sb,singl/unk,2019,0,0,0,0,2025.6716964119687,0,0,0,0,2025.6716964119687,2025.6716964119687,0
boot,interior,360,1,pc,singl/unk,2019,0,0,0,0,5064.179241029922,3466.4306904849823,0,0,0,8530.609931514904,8530.609931514904,1540.63586243777
boot,interior,361,1,wa,singl/unk,2019,0,0,0,0,2025.6716964119687,0,0,0,0,2025.6716964119687,2025.6716964119687,770.317931218885
boot,interior,362,1,wa,singl/unk,2019,21269.55281232567,0,0,0,0,0,0,0,21269.55281232567,0,21269.55281232567,0
boot,interior,362,1,pc,singl/unk,2019,0,0,0,0,0,0,770.317931218885,0,0,770.317931218885,770.317931218885,770.317931218885
boot,interior,363,1,mia,none,2019,0,0,0,0,0,0,0,0,0,0,0,0
boot,interior,364,1,rm,singl/unk,2019,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,0
boot,interior,364,1,wa,singl/unk,2019,1012.8358482059843,0,0,0,2025.6716964119687,0,0,0,1012.8358482059843,2025.6716964119687,3038.507544617953,0
boot,interior,364,1,pc,singl/unk,2019,0,0,0,0,0,3851.5896560944248,0,0,0,3851.5896560944248,3851.5896560944248,1540.63586243777
boot,interior,365,1,sb,singl/unk,2019,1012.8358482059843,0,0,0,0,0,0,0,1012.8358482059843,0,1012.8358482059843,0
boot,interior,365,1,wa,singl/unk,2019,9115.52263385386,0,0,0,0,0,0,0,9115.52263385386,0,9115.52263385386,0
